type,PC1,PC2,quality
red,30.09646368,-2.490089212,5
red,32.25903605,-3.019559804,5
red,18.53120722,8.257005858,6
red,-2.843559493,7.655890508,6
red,38.14565067,-1.747123198,7
red,-66.11125524,-7.332061351,5
red,-1.953761202,12.96833254,6
red,26.18364913,-3.322302977,5
red,38.15108254,-1.793135041,6
red,35.22038969,-2.420414681,7
red,36.18743759,-2.185401616,5
red,34.97292956,-1.392789491,7
red,-28.66047428,13.23270631,5
red,-73.69622222,-0.809690054,5
red,18.92127015,-2.863921932,7
red,42.71335269,-3.911263316,5
red,30.87506968,-1.323784473,6
red,19.05677414,1.174871373,5
red,-30.12450304,29.33016666,6
red,36.94415935,-0.959818913,6
red,41.72981392,-4.059240995,7
red,-26.70392904,13.66289719,5
red,18.73032105,7.277923234,5
red,25.68799256,3.663723633,6
red,-23.8938353,10.18997556,5
red,-3.175194856,13.7432211,6
red,-41.04609013,-4.912107878,5
red,5.061217237,4.278934885,6
red,37.80254901,-4.802598787,7
red,38.56434959,-3.742824843,6
red,35.97543271,-1.131981254,6
red,36.18296233,-2.149998159,7
red,-3.358691495,14.65990002,7
red,20.04136309,1.424860311,7
red,40.5271659,-3.210421671,7
red,-0.557961541,11.21798493,5
red,22.20987908,0.878487669,7
red,23.17429849,1.108747097,7
red,-10.10585926,8.074126702,5
red,35.98538375,-1.195729377,7
red,28.05916904,2.154111991,6
red,15.56880056,-1.598062791,5
red,14.18266834,9.359292817,6
red,41.71320312,-4.020145092,6
red,19.83100859,2.365840829,6
red,19.28355529,0.251042627,7
red,-64.97057164,6.274712449,6
red,24.57393623,-0.616951864,5
red,40.75713289,-4.296107211,6
red,39.53390124,-3.461183674,5
red,39.76632863,-4.437570506,6
red,29.03108387,2.396564022,7
red,3.538935294,1.884100475,6
red,11.03800417,0.504056454,6
red,-7.615195039,10.74991964,5
red,-26.04327729,19.96234742,6
red,33.58324802,0.357124638,7
red,32.60692919,0.12908646,7
red,34.42021421,-3.588640505,5
red,19.80389724,2.419657891,6
red,-0.914130919,-1.162387821,6
red,31.5226564,-4.270917859,7
red,9.426418516,12.44097719,7
red,-9.808591816,2.02316133,5
red,2.782782437,9.952921478,7
red,6.596100453,6.650443246,6
red,14.49239625,3.294680725,5
red,20.99530629,1.659104548,6
red,7.189161945,3.734871244,7
red,-5.155523149,-5.071816613,6
red,5.203985295,17.6487607,6
red,-1.849995665,17.09490705,6
red,-6.424322216,9.954968093,5
red,34.88539622,-5.559495896,6
red,31.30913867,-3.277017548,6
red,1.803406204,0.455169542,5
red,20.68917264,7.807960901,5
red,27.7374067,-0.941825733,7
red,-27.08677129,-17.15732308,6
red,38.77862229,-4.664028717,7
red,-44.74685237,2.522097498,5
red,-8.026939644,12.62544679,7
red,40.75029973,-4.333451366,6
red,32.08087492,-2.0574403,8
red,33.25798118,-2.809604747,6
red,31.316213,-3.280217684,6
red,38.35865855,-2.708557781,6
red,28.36148881,-3.893223687,6
red,21.00605996,1.707780166,7
red,38.79777004,-4.736964079,7
red,-7.616293905,10.70523295,5
red,8.987211631,5.115601951,7
red,-47.16404356,4.066088481,5
red,-31.15681223,10.63532228,6
red,9.61252834,2.214573001,6
red,-25.91137906,24.04060874,7
red,40.7489327,-4.274269694,6
red,40.70316017,-4.232514129,5
red,-230.3892856,-28.57851613,7
red,40.75884571,-4.279879148,6
red,-241.1310693,-30.94422413,7
red,-25.84406704,9.758077773,6
red,-15.29686982,13.10527483,6
red,-21.92219523,19.84405088,5
red,39.74393681,-4.44309881,7
red,16.0298809,5.67766741,6
red,4.441024483,7.11586537,7
red,-32.08525824,19.60720124,8
red,28.92040319,-1.714514896,6
red,31.41535958,0.904873129,6
red,16.56677125,-1.384965095,7
red,30.61848132,-0.273101815,6
red,28.37248111,-3.926285669,5
red,30.53667806,-4.475019951,5
red,32.50223419,-3.984511886,7
red,9.10216979,9.276163261,6
red,21.77116969,2.872518817,6
red,16.0187386,5.717894524,6
red,21.3463363,4.817753715,6
red,-1.451352175,-3.22993245,5
red,30.66698609,-0.302455791,6
red,23.61652177,-0.859071524,7
red,35.61761054,-4.354989619,5
red,-21.050825,6.653963158,6
red,34.23090153,-2.622543885,6
red,-9.468741109,5.255462473,7
red,13.72745106,-7.115992482,6
red,38.78067185,-4.711237425,6
red,-35.18459586,5.772183332,6
red,25.45194322,4.709627276,6
red,22.75477581,3.113138613,6
red,33.03438107,-1.755810234,5
red,30.88070925,-1.258393328,8
red,17.33606524,9.082266665,6
red,11.16457992,13.86913084,6
red,17.23506513,4.856157721,6
red,35.84595059,-5.271028434,4
red,20.03980435,1.42358182,7
red,37.8124556,-4.800135023,6
red,-7.1919751,8.801470013,6
red,-43.74075569,2.692741115,5
red,-24.32512874,2.872912264,6
red,38.35527603,-2.748324239,6
red,-94.91653943,21.18893042,5
red,8.229248718,4.003583663,7
red,29.43310233,0.481563682,7
red,33.26520931,-2.815052365,7
red,-4.356407948,5.289670335,6
red,35.22395316,-2.431620377,6
red,-48.86695779,2.639642957,5
red,-38.23842219,-8.347575854,6
red,-35.06156624,9.77231945,6
red,-25.30505582,2.711929787,6
red,36.17722014,-2.137520454,6
red,26.21048702,5.880449099,6
red,-26.70373356,13.67201692,5
red,-7.283903484,13.83910016,6
red,27.38770319,-4.118286832,6
red,34.21389778,-2.613781442,7
red,26.75303655,-1.163308133,6
red,37.1788382,-1.984045912,6
red,36.62098861,-4.096639836,7
red,-22.60998374,-4.815470597,6
red,10.14117344,-4.856011182,5
red,8.437731877,2.944274634,6
red,-23.08853498,29.85497778,6
red,-46.40912706,19.55836232,7
red,-52.88212231,-11.45632756,7
red,-8.28779174,4.44404302,6
red,10.70524435,-2.715363817,5
red,28.38499627,-3.944680507,7
red,26.10895714,1.720310528,6
red,28.06378299,2.183902759,7
red,26.53642417,-0.238018277,5
red,8.851516096,0.989523487,5
red,-10.89886141,-11.56999784,5
red,-3.910869088,12.55972829,7
red,4.496747067,-7.048652108,6
red,34.44470036,-3.55867105,6
red,36.40591452,-3.180874845,6
red,0.625823775,10.49163483,6
red,32.51070018,-4.024177556,6
red,-19.882985,5.943280114,6
red,-18.75221329,28.766393,6
red,-1.686882366,6.951142953,4
red,37.16359348,-1.908129754,7
red,-30.64431276,-5.565728384,5
red,0.928241026,-4.817968664,6
red,37.39154521,-2.966222599,5
red,-12.35206103,22.91346401,6
red,-13.83147512,-2.945223271,5
red,-69.38854008,-20.27292223,5
red,9.818205456,-7.941577207,6
red,36.1371325,-2.09571314,5
red,29.56017715,-4.689960213,4
red,28.36719758,-3.881675902,6
red,36.17165196,-2.137802903,5
red,6.790337882,-3.484475988,7
red,36.17107579,-2.135632032,5
red,-16.54517347,-4.567805766,6
red,-10.02778582,3.028816902,6
red,-47.56029541,-3.227213473,6
red,39.53798268,-3.490127503,6
red,-30.08835412,-3.45238672,6
red,38.35379882,-2.711059812,7
red,36.1938449,-2.173314536,8
red,-32.15103643,10.37633265,5
red,1.058633282,8.538674859,7
red,-6.741685302,6.74232364,5
red,22.73620319,3.101979036,7
red,32.81260809,-0.843778109,6
red,-7.314793577,4.639570033,5
red,35.4292102,-3.403672884,6
red,39.12307628,-1.582013963,6
red,16.57805985,7.828804951,6
red,-30.11413802,-12.69344837,6
red,-32.30930026,20.62662331,6
red,24.03488894,-2.808353502,6
red,-4.99946382,8.179956298,6
red,2.591175669,1.63003784,6
red,-44.82563079,7.607277388,6
red,24.8165456,-1.645943029,6
red,27.95936097,-2.046205352,6
red,-29.87960179,-4.480604221,5
red,-1.566205534,11.01298797,5
red,26.96149491,-2.194523036,5
red,-40.61012282,-6.69801937,7
red,-19.35733279,-1.103909918,5
red,-10.67364203,-3.254478116,6
red,-49.02509467,22.06165573,5
red,11.02662946,0.407544022,4
red,29.25490006,1.467841761,6
red,-62.54138409,-23.79225266,4
red,31.07691279,-2.287943269,6
red,23.16250268,1.087500329,4
red,27.27469159,1.04615225,4
red,-17.15306644,16.77869814,5
red,-20.30500531,7.854583848,5
red,6.919560029,0.589840413,6
red,-36.95069259,-14.20534518,5
red,-122.6450679,30.51852841,6
red,12.75974751,1.890924484,5
red,-0.914281873,-1.128970457,5
red,9.299135041,8.315330987,6
red,7.891498788,10.04633044,6
red,-15.21812147,8.002929686,5
red,34.21940273,-2.597428419,5
red,35.20177775,-2.405721032,5
red,10.71202174,6.554283004,5
red,-1.333229721,10.08678839,5
red,-18.66000772,23.61132396,5
red,-20.79677383,-8.536812119,6
red,13.73090606,2.134585061,6
red,-9.58561519,1.018382253,5
red,22.09154339,6.028589604,4
red,-22.57195278,13.49672767,5
red,20.99736847,1.62997214,4
red,-6.191838768,8.96783228,6
red,10.5850911,2.440648791,6
red,27.85687837,3.112688242,6
red,-5.142760608,4.089413519,6
red,-41.77936179,3.27567441,8
red,-14.98417946,7.140793576,6
red,-18.46248132,4.243353926,6
red,0.839190875,9.546284841,5
red,-1.100945587,18.2686721,5
red,10.38109856,3.415127206,6
red,-32.71425972,-10.1960546,6
red,38.7571134,-4.645904749,4
red,38.76862296,-4.664924091,6
red,39.77500217,-4.486673534,7
red,-9.5698275,10.28591894,6
red,25.77231424,-1.390355638,6
red,-21.85070681,-3.71362197,6
red,10.1578756,4.405980167,5
red,-0.98802726,3.889920221,5
red,15.26464089,4.524984375,6
red,41.72049446,-3.991653983,5
red,-62.55790523,-9.557194131,5
red,36.18255527,-2.160824162,5
red,-14.77579314,6.050750097,6
red,18.83334829,2.268432088,6
red,36.1732508,-2.177456032,4
red,-37.49308477,27.69326649,5
red,17.64953806,2.994539417,6
red,29.2493235,1.486766427,6
red,18.61693868,3.260488137,6
red,-10.77332873,1.858954072,6
red,33.6914895,-4.787443308,6
red,-23.22980994,7.266191168,5
red,-21.74431302,0.413427617,5
red,-41.91323808,-0.949271741,5
red,-44.4029125,-3.58805375,5
red,17.62593153,2.996754175,4
red,-18.14814484,7.356513954,5
red,20.24117428,0.525101542,6
red,6.141538145,-0.605366523,5
red,-18.59685611,0.110190382,6
red,-23.36402911,3.155291499,6
red,-43.33819741,-8.427808079,6
red,0.833291564,0.357562419,6
red,7.019856413,-4.529635219,6
red,-17.18052477,-1.693039198,6
red,-39.32349923,-12.70479556,5
red,0.8309869,0.366245902,6
red,29.69035684,-0.550718156,5
red,-9.024622114,3.20118823,7
red,12.1120067,4.835481789,6
red,9.270539145,-0.919763894,5
red,-43.33955737,-8.425025095,6
red,-22.92943654,10.39320842,5
red,23.4852696,-4.994056609,6
red,-0.266058401,-4.098388976,5
red,37.5793604,-3.903612452,5
red,6.044973652,4.55563679,6
red,20.56046963,3.625802678,5
red,16.1208796,0.581093224,6
red,15.260519,4.482360116,6
red,27.95696787,-2.012038433,5
red,19.69276234,-1.720090998,6
red,35.41363034,-3.312155959,5
red,35.95597115,-1.197965855,5
red,4.624752666,6.262542698,5
red,-28.97669643,10.05738388,5
red,2.55042747,-7.49858789,6
red,-9.486277636,-4.038849756,5
red,20.33087775,-4.629338938,5
red,16.85335253,-7.41905111,5
red,20.97451402,-7.535066935,5
red,-22.0485181,6.522826257,6
red,-57.7312549,24.24791897,5
red,20.57865531,-5.706193504,6
red,9.722841252,-2.906609848,5
red,-6.343919652,-4.386030928,5
red,-14.70224726,-8.274651654,4
red,16.77146073,-2.321466342,6
red,6.015171691,-4.73265455,5
red,3.088732378,-5.365266453,5
red,-55.28949239,-19.2240986,6
red,-26.52016643,-5.758825083,6
red,40.51150528,-3.241218915,4
red,-17.84472768,-7.969802836,5
red,34.43812067,-3.55254176,6
red,-45.05806714,8.594245363,5
red,17.42391909,3.942087117,3
red,-51.2676851,-14.26023544,5
red,17.41413826,-5.302138055,5
red,-28.02702464,1.173111748,6
red,19.6874435,-1.703661595,6
red,12.63960163,-2.223430699,6
red,23.90462393,-6.912747906,5
red,-58.72728915,-3.637572232,5
red,-37.15044296,-3.990373325,5
red,-41.14769429,9.444554473,5
red,25.00089517,-2.590422883,5
red,-0.208478712,-9.112444523,5
red,-66.96178825,5.836599776,5
red,13.73770653,2.168142091,6
red,15.88883078,-7.660277021,5
red,36.39152961,-3.146637791,5
red,-12.51385918,0.401937691,5
red,-27.93705252,5.229919853,5
red,36.82617133,-5.133613858,6
red,37.58821155,-3.944467135,5
red,-56.03347909,-11.21773707,5
red,19.04149103,1.2351333,7
red,23.59994432,-0.824788421,6
red,-95.60336744,-3.568172255,5
red,24.46954039,-4.728074668,6
red,35.84377061,-5.311203412,8
red,1.684927814,-3.625876489,6
red,12.12001048,4.825219807,7
red,25.96405363,-2.359457902,6
red,-12.15653154,22.03097896,6
red,-10.0820546,17.34276202,7
red,32.49260309,-3.963271188,6
red,28.90314288,-1.691111703,6
red,-40.29407305,-12.92691664,5
red,33.90011214,-5.806706565,5
red,29.87695446,-1.49144358,5
red,8.544276234,7.130985912,7
red,29.98762871,-6.618143358,5
red,-87.578022,-2.818981814,5
red,-12.61762718,5.496438679,5
red,-12.90763296,20.82651941,6
red,15.88504888,1.598223805,4
red,25.00936141,-2.611797982,6
red,-14.33791493,4.125474067,6
red,25.4372939,-4.521453605,5
red,-10.32326127,9.088018814,5
red,-24.40709257,17.24937667,5
red,-0.580939503,2.022082312,5
red,-25.87648521,-8.67665306,6
red,37.80171761,-4.827607704,6
red,22.39859411,-0.055705932,7
red,-55.51514271,27.79737952,6
red,-44.50340386,1.474798761,5
red,7.853290577,0.849401019,5
red,40.72740794,-4.22675185,5
red,-47.3198605,5.048642566,6
red,18.6214598,3.197232705,7
red,-50.63211729,-7.968353243,6
red,16.01222756,5.681216744,5
red,25.9890941,-2.33466193,5
red,-47.3196365,5.049120441,6
red,-50.63189329,-7.967875368,6
red,6.361976458,7.651264692,5
red,-12.15648114,21.99544995,5
red,17.64492741,2.982199695,8
red,30.86448694,-1.284817221,7
red,-10.52454993,19.3158521,7
red,-39.6336047,2.611417288,5
red,25.24613799,-3.640986576,6
red,30.65012726,-0.286177382,6
red,-45.90339855,12.54647979,6
red,27.94317452,-1.954361764,5
red,33.04738361,-1.824082302,7
red,-20.63270545,14.01018072,6
red,35.1896749,-2.358292411,4
red,15.89619517,1.573456567,6
red,8.086454595,-0.143077834,6
red,-9.888527261,16.35413102,5
red,-10.21823371,13.20482423,7
red,13.84769006,6.249835354,4
red,-2.972003986,3.536963275,3
red,24.04312896,-2.863885355,5
red,31.83694465,-1.017964689,5
red,1.272606454,7.556909759,6
red,2.228898074,-1.415869726,5
red,-41.30498377,23.75583968,5
red,-41.15893863,-8.869356576,7
red,-41.15871463,-8.868878701,7
red,34.83564686,-5.50388697,3
red,25.54893132,-0.421027823,5
red,35.19181888,-2.345986019,4
red,39.7486378,-4.446104877,4
red,36.1867111,-2.178120659,5
red,37.58309006,-3.881792029,4
red,23.04378548,-3.009194671,5
red,24.78462544,-1.590015494,5
red,30.64286413,-0.277723139,5
red,35.41405585,-3.302390252,5
red,37.57821976,-3.869345931,6
red,29.90071003,-1.468461994,6
red,30.32424187,-3.407856378,5
red,-99.31271207,-14.62001423,5
red,18.61310477,3.194680463,7
red,18.61647541,3.192258542,6
red,32.05749137,-2.02048252,6
red,34.98060919,-1.378956554,6
red,32.81608029,-0.873651473,5
red,-17.85193654,1.280917173,5
red,-12.64009891,-3.706693045,5
red,34.21663426,-2.557834768,6
red,36.39651093,-3.128276795,6
red,36.17116225,-2.15624015,3
red,34.2227382,-2.575766849,6
red,21.11483848,5.787346144,6
red,28.15857145,-2.910736503,5
red,-3.291664974,9.630929269,6
red,18.72627351,7.299065648,5
red,30.21123925,1.664155846,6
red,-17.94847255,-2.802372719,6
red,-17.7577352,-3.797533981,6
red,-17.7576232,-3.797295044,6
red,-12.40826307,4.571402247,5
red,-0.024600003,13.42525279,6
red,28.14832244,-2.907448115,5
red,19.79736242,2.436484751,5
red,24.77852928,-1.610633989,4
red,-16.62313125,9.763343567,5
red,-1.453591789,5.952847614,6
red,12.10272327,4.824594599,5
red,8.195707651,3.961106299,6
red,22.52608046,4.051678513,6
red,-12.94685758,2.355993031,6
red,-10.63069195,24.38128747,6
red,23.82599541,7.396343245,6
red,-39.7300702,7.699211584,5
red,18.07110351,1.050853284,7
red,11.77229395,1.674527682,6
red,0.072794374,8.33779872,6
red,14.59967276,7.457088525,6
red,20.56947478,3.662384507,5
red,-16.72134791,14.84334383,5
red,15.55255694,-1.530046882,6
red,-2.748902573,2.577513777,7
red,5.83945539,14.71627765,6
red,27.6400486,4.059405025,6
red,28.05914573,2.177510977,7
red,18.39587382,4.170343225,6
red,20.13588697,5.569143514,5
red,21.22323592,0.728904296,5
red,-3.705434629,2.26989599,5
red,22.10089094,6.006248662,8
red,20.12933483,5.558302508,5
red,18.93707063,6.318034102,5
red,-10.44322589,14.22956095,6
red,17.96246317,6.098000952,5
red,23.4953802,4.283748895,6
red,22.52383314,4.050410205,7
red,27.06437171,1.983424983,5
red,-77.35657941,34.27504432,5
red,-85.40773657,-3.368331444,5
red,27.07077186,1.97174458,5
red,2.579604269,10.93034878,6
red,-6.755066544,6.831503386,6
red,2.787445449,9.921498257,5
red,12.7587883,1.931871097,6
red,10.92663364,5.630697001,6
red,21.54357848,3.858907816,6
red,-59.90899796,6.349347576,5
red,-2.864132528,-1.488212208,6
red,-45.70762814,-2.682260706,6
red,27.08228545,1.990072439,6
red,17.43432535,3.931626928,6
red,20.00132225,1.504452383,6
red,26.86310195,2.973476777,6
red,12.77653011,11.14458537,5
red,21.86691807,-2.223680137,6
red,20.02101822,1.495757813,5
red,-53.40808844,4.739432801,5
red,10.82261003,10.70985382,7
red,-2.418060532,5.734993968,6
red,-16.71443492,14.8605622,6
red,17.96719278,6.150753297,6
red,-57.72163173,5.854876539,6
red,-34.25684744,5.904268955,5
red,9.418487924,12.45373694,6
red,20.35359343,4.646778366,6
red,3.882644241,14.30111455,6
red,6.046758304,13.72085633,6
red,-0.670146378,16.36314923,5
red,-9.009879671,21.70897372,6
red,-0.673903042,16.36563415,5
red,4.283069476,3.143971862,6
